Topik_ID,Kategori,Nama_Topik,Rank,Kata,Skor_cTFIDF,Keyword_Ditemukan,Coverage,Keyword_Kategori_Lengkap
43,Lingkungan & Energi,43_kebakaran_terbakar_api_ledakan,2,terbakar,0.143636,gas|hutan|listrik,3/63,asap|bank sampah|batu bara|batubara|biodiversitas|climate change|co2|daur ulang|deforestasi|ekosistem|emisi|emisi karbon|energi|energi terbarukan|gas|gas alam|gas rumah kaca|geothermal|hutan|illegal logging|kabut asap|karbon|karhutla|kebakaran hutan|konservasi|laut bersih|limbah|limbah b3|limbah industri|lingkungan|listrik|lng|lpg|mangrove|minyak|net zero|nuklir|panas bumi|panel surya|pemanasan global|pembalakan liar|pencemaran|pertamina|perubahan iklim|pln|pltm|pltn|pltu|polusi|polusi air|polusi tanah|polusi udara|sampah|sampah plastik|satwa liar|sawit|tambang|tambang batu bara|tambang emas|tambang nikel|terumbu karang|turbin angin|zero waste
43,Lingkungan & Energi,43_kebakaran_terbakar_api_ledakan,3,api,0.125074,gas|hutan|listrik,3/63,asap|bank sampah|batu bara|batubara|biodiversitas|climate change|co2|daur ulang|deforestasi|ekosistem|emisi|emisi karbon|energi|energi terbarukan|gas|gas alam|gas rumah kaca|geothermal|hutan|illegal logging|kabut asap|karbon|karhutla|kebakaran hutan|konservasi|laut bersih|limbah|limbah b3|limbah industri|lingkungan|listrik|lng|lpg|mangrove|minyak|net zero|nuklir|panas bumi|panel surya|pemanasan global|pembalakan liar|pencemaran|pertamina|perubahan iklim|pln|pltm|pltn|pltu|polusi|polusi air|polusi tanah|polusi udara|sampah|sampah plastik|satwa liar|sawit|tambang|tambang batu bara|tambang emas|tambang nikel|terumbu karang|turbin angin|zero waste
43,Lingkungan & Energi,43_kebakaran_terbakar_api_ledakan,4,ledakan,0.04276,gas|hutan|listrik,3/63,asap|bank sampah|batu bara|batubara|biodiversitas|climate change|co2|daur ulang|deforestasi|ekosistem|emisi|emisi karbon|energi|energi terbarukan|gas|gas alam|gas rumah kaca|geothermal|hutan|illegal logging|kabut asap|karbon|karhutla|kebakaran hutan|konservasi|laut bersih|limbah|limbah b3|limbah industri|lingkungan|listrik|lng|lpg|mangrove|minyak|net zero|nuklir|panas bumi|panel surya|pemanasan global|pembalakan liar|pencemaran|pertamina|perubahan iklim|pln|pltm|pltn|pltu|polusi|polusi air|polusi tanah|polusi udara|sampah|sampah plastik|satwa liar|sawit|tambang|tambang batu bara|tambang emas|tambang nikel|terumbu karang|turbin angin|zero waste
43,Lingkungan & Energi,43_kebakaran_terbakar_api_ledakan,5,terjadi,0.036182,gas|hutan|listrik,3/63,asap|bank sampah|batu bara|batubara|biodiversitas|climate change|co2|daur ulang|deforestasi|ekosistem|emisi|emisi karbon|energi|energi terbarukan|gas|gas alam|gas rumah kaca|geothermal|hutan|illegal logging|kabut asap|karbon|karhutla|kebakaran hutan|konservasi|laut bersih|limbah|limbah b3|limbah industri|lingkungan|listrik|lng|lpg|mangrove|minyak|net zero|nuklir|panas bumi|panel surya|pemanasan global|pembalakan liar|pencemaran|pertamina|perubahan iklim|pln|pltm|pltn|pltu|polusi|polusi air|polusi tanah|polusi udara|sampah|sampah plastik|satwa liar|sawit|tambang|tambang batu bara|tambang emas|tambang nikel|terumbu karang|turbin angin|zero waste
43,Lingkungan & Energi,43_kebakaran_terbakar_api_ledakan,6,akibat,0.034797,gas|hutan|listrik,3/63,asap|bank sampah|batu bara|batubara|biodiversitas|climate change|co2|daur ulang|deforestasi|ekosistem|emisi|emisi karbon|energi|energi terbarukan|gas|gas alam|gas rumah kaca|geothermal|hutan|illegal logging|kabut asap|karbon|karhutla|kebakaran hutan|konservasi|laut bersih|limbah|limbah b3|limbah industri|lingkungan|listrik|lng|lpg|mangrove|minyak|net zero|nuklir|panas bumi|panel surya|pemanasan global|pembalakan liar|pencemaran|pertamina|perubahan iklim|pln|pltm|pltn|pltu|polusi|polusi air|polusi tanah|polusi udara|sampah|sampah plastik|satwa liar|sawit|tambang|tambang batu bara|tambang emas|tambang nikel|terumbu karang|turbin angin|zero waste
43,Lingkungan & Energi,43_kebakaran_terbakar_api_ledakan,7,gas,0.033865,gas|hutan|listrik,3/63,asap|bank sampah|batu bara|batubara|biodiversitas|climate change|co2|daur ulang|deforestasi|ekosistem|emisi|emisi karbon|energi|energi terbarukan|gas|gas alam|gas rumah kaca|geothermal|hutan|illegal logging|kabut asap|karbon|karhutla|kebakaran hutan|konservasi|laut bersih|limbah|limbah b3|limbah industri|lingkungan|listrik|lng|lpg|mangrove|minyak|net zero|nuklir|panas bumi|panel surya|pemanasan global|pembalakan liar|pencemaran|pertamina|perubahan iklim|pln|pltm|pltn|pltu|polusi|polusi air|polusi tanah|polusi udara|sampah|sampah plastik|satwa liar|sawit|tambang|tambang batu bara|tambang emas|tambang nikel|terumbu karang|turbin angin|zero waste
43,Lingkungan & Energi,43_kebakaran_terbakar_api_ledakan,8,hutan,0.025918,gas|hutan|listrik,3/63,asap|bank sampah|batu bara|batubara|biodiversitas|climate change|co2|daur ulang|deforestasi|ekosistem|emisi|emisi karbon|energi|energi terbarukan|gas|gas alam|gas rumah kaca|geothermal|hutan|illegal logging|kabut asap|karbon|karhutla|kebakaran hutan|konservasi|laut bersih|limbah|limbah b3|limbah industri|lingkungan|listrik|lng|lpg|mangrove|minyak|net zero|nuklir|panas bumi|panel surya|pemanasan global|pembalakan liar|pencemaran|pertamina|perubahan iklim|pln|pltm|pltn|pltu|polusi|polusi air|polusi tanah|polusi udara|sampah|sampah plastik|satwa liar|sawit|tambang|tambang batu bara|tambang emas|tambang nikel|terumbu karang|turbin angin|zero waste
43,Lingkungan & Energi,43_kebakaran_terbakar_api_ledakan,9,listrik,0.025705,gas|hutan|listrik,3/63,asap|bank sampah|batu bara|batubara|biodiversitas|climate change|co2|daur ulang|deforestasi|ekosistem|emisi|emisi karbon|energi|energi terbarukan|gas|gas alam|gas rumah kaca|geothermal|hutan|illegal logging|kabut asap|karbon|karhutla|kebakaran hutan|konservasi|laut bersih|limbah|limbah b3|limbah industri|lingkungan|listrik|lng|lpg|mangrove|minyak|net zero|nuklir|panas bumi|panel surya|pemanasan global|pembalakan liar|pencemaran|pertamina|perubahan iklim|pln|pltm|pltn|pltu|polusi|polusi air|polusi tanah|polusi udara|sampah|sampah plastik|satwa liar|sawit|tambang|tambang batu bara|tambang emas|tambang nikel|terumbu karang|turbin angin|zero waste
43,Lingkungan & Energi,43_kebakaran_terbakar_api_ledakan,10,gra,0.025485,gas|hutan|listrik,3/63,asap|bank sampah|batu bara|batubara|biodiversitas|climate change|co2|daur ulang|deforestasi|ekosistem|emisi|emisi karbon|energi|energi terbarukan|gas|gas alam|gas rumah kaca|geothermal|hutan|illegal logging|kabut asap|karbon|karhutla|kebakaran hutan|konservasi|laut bersih|limbah|limbah b3|limbah industri|lingkungan|listrik|lng|lpg|mangrove|minyak|net zero|nuklir|panas bumi|panel surya|pemanasan global|pembalakan liar|pencemaran|pertamina|perubahan iklim|pln|pltm|pltn|pltu|polusi|polusi air|polusi tanah|polusi udara|sampah|sampah plastik|satwa liar|sawit|tambang|tambang batu bara|tambang emas|tambang nikel|terumbu karang|turbin angin|zero waste
44,Politik,44_pdip_extra pdip_tbk_extra com,1,pdip,0.771665,pdip,1/60,agitasi|anggaran negara|bawaslu|black campaign|caleg|capres|cawapres|debat|demokrasi|demokrat|dpd|dpr|dprd|fraksi|gerindra|golkar|hanura|hoaks politik|kampanye|kampanye hitam|kebijakan publik|koalisi|konstitusi|kpu|legislasi|legislatif|money politics|mpr|nasdem|nasionalisme|oligarki|oposisi|pan|partai|paslon|pdip|pemilih|pemilu|perindo|petahana|pilbup|pilgub|pilkada|pilpres|pilwalkot|pkb|pks|politik uang|populisme|ppp|propaganda|psi|quick count|real count|referendum|rekap suara|senator|suara|suara rakyat|tim sukses
44,Politik,44_pdip_extra pdip_tbk_extra com,2,extra pdip,0.563821,pdip,1/60,agitasi|anggaran negara|bawaslu|black campaign|caleg|capres|cawapres|debat|demokrasi|demokrat|dpd|dpr|dprd|fraksi|gerindra|golkar|hanura|hoaks politik|kampanye|kampanye hitam|kebijakan publik|koalisi|konstitusi|kpu|legislasi|legislatif|money politics|mpr|nasdem|nasionalisme|oligarki|oposisi|pan|partai|paslon|pdip|pemilih|pemilu|perindo|petahana|pilbup|pilgub|pilkada|pilpres|pilwalkot|pkb|pks|politik uang|populisme|ppp|propaganda|psi|quick count|real count|referendum|rekap suara|senator|suara|suara rakyat|tim sukses
44,Politik,44_pdip_extra pdip_tbk_extra com,3,tbk,0.130012,pdip,1/60,agitasi|anggaran negara|bawaslu|black campaign|caleg|capres|cawapres|debat|demokrasi|demokrat|dpd|dpr|dprd|fraksi|gerindra|golkar|hanura|hoaks politik|kampanye|kampanye hitam|kebijakan publik|koalisi|konstitusi|kpu|legislasi|legislatif|money politics|mpr|nasdem|nasionalisme|oligarki|oposisi|pan|partai|paslon|pdip|pemilih|pemilu|perindo|petahana|pilbup|pilgub|pilkada|pilpres|pilwalkot|pkb|pks|politik uang|populisme|ppp|propaganda|psi|quick count|real count|referendum|rekap suara|senator|suara|suara rakyat|tim sukses
44,Politik,44_pdip_extra pdip_tbk_extra com,4,extra com,0.119958,pdip,1/60,agitasi|anggaran negara|bawaslu|black campaign|caleg|capres|cawapres|debat|demokrasi|demokrat|dpd|dpr|dprd|fraksi|gerindra|golkar|hanura|hoaks politik|kampanye|kampanye hitam|kebijakan publik|koalisi|konstitusi|kpu|legislasi|legislatif|money politics|mpr|nasdem|nasionalisme|oligarki|oposisi|pan|partai|paslon|pdip|pemilih|pemilu|perindo|petahana|pilbup|pilgub|pilkada|pilpres|pilwalkot|pkb|pks|politik uang|populisme|ppp|propaganda|psi|quick count|real count|referendum|rekap suara|senator|suara|suara rakyat|tim sukses
44,Politik,44_pdip_extra pdip_tbk_extra com,5,extra tbk,0.090157,pdip,1/60,agitasi|anggaran negara|bawaslu|black campaign|caleg|capres|cawapres|debat|demokrasi|demokrat|dpd|dpr|dprd|fraksi|gerindra|golkar|hanura|hoaks politik|kampanye|kampanye hitam|kebijakan publik|koalisi|konstitusi|kpu|legislasi|legislatif|money politics|mpr|nasdem|nasionalisme|oligarki|oposisi|pan|partai|paslon|pdip|pemilih|pemilu|perindo|petahana|pilbup|pilgub|pilkada|pilpres|pilwalkot|pkb|pks|politik uang|populisme|ppp|propaganda|psi|quick count|real count|referendum|rekap suara|senator|suara|suara rakyat|tim sukses
44,Politik,44_pdip_extra pdip_tbk_extra com,6,tbk extra,0.081525,pdip,1/60,agitasi|anggaran negara|bawaslu|black campaign|caleg|capres|cawapres|debat|demokrasi|demokrat|dpd|dpr|dprd|fraksi|gerindra|golkar|hanura|hoaks politik|kampanye|kampanye hitam|kebijakan publik|koalisi|konstitusi|kpu|legislasi|legislatif|money politics|mpr|nasdem|nasionalisme|oligarki|oposisi|pan|partai|paslon|pdip|pemilih|pemilu|perindo|petahana|pilbup|pilgub|pilkada|pilpres|pilwalkot|pkb|pks|politik uang|populisme|ppp|propaganda|psi|quick count|real count|referendum|rekap suara|senator|suara|suara rakyat|tim sukses
44,Politik,44_pdip_extra pdip_tbk_extra com,7,com com,0.07988,pdip,1/60,agitasi|anggaran negara|bawaslu|black campaign|caleg|capres|cawapres|debat|demokrasi|demokrat|dpd|dpr|dprd|fraksi|gerindra|golkar|hanura|hoaks politik|kampanye|kampanye hitam|kebijakan publik|koalisi|konstitusi|kpu|legislasi|legislatif|money politics|mpr|nasdem|nasionalisme|oligarki|oposisi|pan|partai|paslon|pdip|pemilih|pemilu|perindo|petahana|pilbup|pilgub|pilkada|pilpres|pilwalkot|pkb|pks|politik uang|populisme|ppp|propaganda|psi|quick count|real count|referendum|rekap suara|senator|suara|suara rakyat|tim sukses
44,Politik,44_pdip_extra pdip_tbk_extra com,8,extra pdi,0.079261,pdip,1/60,agitasi|anggaran negara|bawaslu|black campaign|caleg|capres|cawapres|debat|demokrasi|demokrat|dpd|dpr|dprd|fraksi|gerindra|golkar|hanura|hoaks politik|kampanye|kampanye hitam|kebijakan publik|koalisi|konstitusi|kpu|legislasi|legislatif|money politics|mpr|nasdem|nasionalisme|oligarki|oposisi|pan|partai|paslon|pdip|pemilih|pemilu|perindo|petahana|pilbup|pilgub|pilkada|pilpres|pilwalkot|pkb|pks|politik uang|populisme|ppp|propaganda|psi|quick count|real count|referendum|rekap suara|senator|suara|suara rakyat|tim sukses
44,Politik,44_pdip_extra pdip_tbk_extra com,9,pdi,0.066997,pdip,1/60,agitasi|anggaran negara|bawaslu|black campaign|caleg|capres|cawapres|debat|demokrasi|demokrat|dpd|dpr|dprd|fraksi|gerindra|golkar|hanura|hoaks politik|kampanye|kampanye hitam|kebijakan publik|koalisi|konstitusi|kpu|legislasi|legislatif|money politics|mpr|nasdem|nasionalisme|oligarki|oposisi|pan|partai|paslon|pdip|pemilih|pemilu|perindo|petahana|pilbup|pilgub|pilkada|pilpres|pilwalkot|pkb|pks|politik uang|populisme|ppp|propaganda|psi|quick count|real count|referendum|rekap suara|senator|suara|suara rakyat|tim sukses
44,Politik,44_pdip_extra pdip_tbk_extra com,10,extra golkar,0.042455,pdip,1/60,agitasi|anggaran negara|bawaslu|black campaign|caleg|capres|cawapres|debat|demokrasi|demokrat|dpd|dpr|dprd|fraksi|gerindra|golkar|hanura|hoaks politik|kampanye|kampanye hitam|kebijakan publik|koalisi|konstitusi|kpu|legislasi|legislatif|money politics|mpr|nasdem|nasionalisme|oligarki|oposisi|pan|partai|paslon|pdip|pemilih|pemilu|perindo|petahana|pilbup|pilgub|pilkada|pilpres|pilwalkot|pkb|pks|politik uang|populisme|ppp|propaganda|psi|quick count|real count|referendum|rekap suara|senator|suara|suara rakyat|tim sukses
45,Teknologi & Sains,45_bintang_film_extra bintang_nonton,1,bintang,0.753994,bintang,1/72,5g|ai|algoritma|antariksa|aplikasi|ar|artificial intelligence|astronomi|astronomy|augmented reality|big data|bintang|brin|buatan|bulan|bumi|chip|cloud|coding|cybersecurity|data|deep learning|developer|digital|drone|enkripsi|firewall|hacker|hardware|ilmiah|inovasi|internet|internet of things|iot|jurnal|keamanan siber|kebocoran data|kecerdasan|kominfo|komputasi|laboratorium|lapan|luar angkasa|machine learning|matahari|metaverse|nasa|penelitian|phishing|planet|privasi digital|programming|prosesor|ransomware|riset|robot|roket|satelit|semikonduktor|server|siber|smartphone|software|solar system|space|space science|startup teknologi|tata surya|teknologi|virtual reality|vr|wahana
45,Teknologi & Sains,45_bintang_film_extra bintang_nonton,2,film,0.341777,bintang,1/72,5g|ai|algoritma|antariksa|aplikasi|ar|artificial intelligence|astronomi|astronomy|augmented reality|big data|bintang|brin|buatan|bulan|bumi|chip|cloud|coding|cybersecurity|data|deep learning|developer|digital|drone|enkripsi|firewall|hacker|hardware|ilmiah|inovasi|internet|internet of things|iot|jurnal|keamanan siber|kebocoran data|kecerdasan|kominfo|komputasi|laboratorium|lapan|luar angkasa|machine learning|matahari|metaverse|nasa|penelitian|phishing|planet|privasi digital|programming|prosesor|ransomware|riset|robot|roket|satelit|semikonduktor|server|siber|smartphone|software|solar system|space|space science|startup teknologi|tata surya|teknologi|virtual reality|vr|wahana
45,Teknologi & Sains,45_bintang_film_extra bintang_nonton,3,extra bintang,0.315588,bintang,1/72,5g|ai|algoritma|antariksa|aplikasi|ar|artificial intelligence|astronomi|astronomy|augmented reality|big data|bintang|brin|buatan|bulan|bumi|chip|cloud|coding|cybersecurity|data|deep learning|developer|digital|drone|enkripsi|firewall|hacker|hardware|ilmiah|inovasi|internet|internet of things|iot|jurnal|keamanan siber|kebocoran data|kecerdasan|kominfo|komputasi|laboratorium|lapan|luar angkasa|machine learning|matahari|metaverse|nasa|penelitian|phishing|planet|privasi digital|programming|prosesor|ransomware|riset|robot|roket|satelit|semikonduktor|server|siber|smartphone|software|solar system|space|space science|startup teknologi|tata surya|teknologi|virtual reality|vr|wahana
45,Teknologi & Sains,45_bintang_film_extra bintang_nonton,4,nonton,0.10215,bintang,1/72,5g|ai|algoritma|antariksa|aplikasi|ar|artificial intelligence|astronomi|astronomy|augmented reality|big data|bintang|brin|buatan|bulan|bumi|chip|cloud|coding|cybersecurity|data|deep learning|developer|digital|drone|enkripsi|firewall|hacker|hardware|ilmiah|inovasi|internet|internet of things|iot|jurnal|keamanan siber|kebocoran data|kecerdasan|kominfo|komputasi|laboratorium|lapan|luar angkasa|machine learning|matahari|metaverse|nasa|penelitian|phishing|planet|privasi digital|programming|prosesor|ransomware|riset|robot|roket|satelit|semikonduktor|server|siber|smartphone|software|solar system|space|space science|startup teknologi|tata surya|teknologi|virtual reality|vr|wahana
45,Teknologi & Sains,45_bintang_film_extra bintang_nonton,5,tiga,0.054257,bintang,1/72,5g|ai|algoritma|antariksa|aplikasi|ar|artificial intelligence|astronomi|astronomy|augmented reality|big data|bintang|brin|buatan|bulan|bumi|chip|cloud|coding|cybersecurity|data|deep learning|developer|digital|drone|enkripsi|firewall|hacker|hardware|ilmiah|inovasi|internet|internet of things|iot|jurnal|keamanan siber|kebocoran data|kecerdasan|kominfo|komputasi|laboratorium|lapan|luar angkasa|machine learning|matahari|metaverse|nasa|penelitian|phishing|planet|privasi digital|programming|prosesor|ransomware|riset|robot|roket|satelit|semikonduktor|server|siber|smartphone|software|solar system|space|space science|startup teknologi|tata surya|teknologi|virtual reality|vr|wahana
45,Teknologi & Sains,45_bintang_film_extra bintang_nonton,6,dunia,0.050048,bintang,1/72,5g|ai|algoritma|antariksa|aplikasi|ar|artificial intelligence|astronomi|astronomy|augmented reality|big data|bintang|brin|buatan|bulan|bumi|chip|cloud|coding|cybersecurity|data|deep learning|developer|digital|drone|enkripsi|firewall|hacker|hardware|ilmiah|inovasi|internet|internet of things|iot|jurnal|keamanan siber|kebocoran data|kecerdasan|kominfo|komputasi|laboratorium|lapan|luar angkasa|machine learning|matahari|metaverse|nasa|penelitian|phishing|planet|privasi digital|programming|prosesor|ransomware|riset|robot|roket|satelit|semikonduktor|server|siber|smartphone|software|solar system|space|space science|startup teknologi|tata surya|teknologi|virtual reality|vr|wahana
45,Teknologi & Sains,45_bintang_film_extra bintang_nonton,7,extra dunia,0.028798,bintang,1/72,5g|ai|algoritma|antariksa|aplikasi|ar|artificial intelligence|astronomi|astronomy|augmented reality|big data|bintang|brin|buatan|bulan|bumi|chip|cloud|coding|cybersecurity|data|deep learning|developer|digital|drone|enkripsi|firewall|hacker|hardware|ilmiah|inovasi|internet|internet of things|iot|jurnal|keamanan siber|kebocoran data|kecerdasan|kominfo|komputasi|laboratorium|lapan|luar angkasa|machine learning|matahari|metaverse|nasa|penelitian|phishing|planet|privasi digital|programming|prosesor|ransomware|riset|robot|roket|satelit|semikonduktor|server|siber|smartphone|software|solar system|space|space science|startup teknologi|tata surya|teknologi|virtual reality|vr|wahana
45,Teknologi & Sains,45_bintang_film_extra bintang_nonton,8,tayang,0.028312,bintang,1/72,5g|ai|algoritma|antariksa|aplikasi|ar|artificial intelligence|astronomi|astronomy|augmented reality|big data|bintang|brin|buatan|bulan|bumi|chip|cloud|coding|cybersecurity|data|deep learning|developer|digital|drone|enkripsi|firewall|hacker|hardware|ilmiah|inovasi|internet|internet of things|iot|jurnal|keamanan siber|kebocoran data|kecerdasan|kominfo|komputasi|laboratorium|lapan|luar angkasa|machine learning|matahari|metaverse|nasa|penelitian|phishing|planet|privasi digital|programming|prosesor|ransomware|riset|robot|roket|satelit|semikonduktor|server|siber|smartphone|software|solar system|space|space science|startup teknologi|tata surya|teknologi|virtual reality|vr|wahana
45,Teknologi & Sains,45_bintang_film_extra bintang_nonton,9,dunia dunia,0.025042,bintang,1/72,5g|ai|algoritma|antariksa|aplikasi|ar|artificial intelligence|astronomi|astronomy|augmented reality|big data|bintang|brin|buatan|bulan|bumi|chip|cloud|coding|cybersecurity|data|deep learning|developer|digital|drone|enkripsi|firewall|hacker|hardware|ilmiah|inovasi|internet|internet of things|iot|jurnal|keamanan siber|kebocoran data|kecerdasan|kominfo|komputasi|laboratorium|lapan|luar angkasa|machine learning|matahari|metaverse|nasa|penelitian|phishing|planet|privasi digital|programming|prosesor|ransomware|riset|robot|roket|satelit|semikonduktor|server|siber|smartphone|software|solar system|space|space science|startup teknologi|tata surya|teknologi|virtual reality|vr|wahana
45,Teknologi & Sains,45_bintang_film_extra bintang_nonton,10,rekomendasi,0.022555,bintang,1/72,5g|ai|algoritma|antariksa|aplikasi|ar|artificial intelligence|astronomi|astronomy|augmented reality|big data|bintang|brin|buatan|bulan|bumi|chip|cloud|coding|cybersecurity|data|deep learning|developer|digital|drone|enkripsi|firewall|hacker|hardware|ilmiah|inovasi|internet|internet of things|iot|jurnal|keamanan siber|kebocoran data|kecerdasan|kominfo|komputasi|laboratorium|lapan|luar angkasa|machine learning|matahari|metaverse|nasa|penelitian|phishing|planet|privasi digital|programming|prosesor|ransomware|riset|robot|roket|satelit|semikonduktor|server|siber|smartphone|software|solar system|space|space science|startup teknologi|tata surya|teknologi|virtual reality|vr|wahana
46,Ekonomi & Bisnis,46_archives_arsip_archive_sumber archive,1,archives,0.334347,harga,1/80,akuisisi|aset|bank|bank indonesia|bbm|bei|beras|bisnis|bitcoin|blockchain|bumn|bursa|bursa efek|buruh|defisit|deflasi|digital economy|dividen|dolar|e-commerce|ekonomi|ekspansi|ekspor|fintech|gaji|gdp|go public|harga|harga bahan pokok|ihsg|impor|industri|inflasi|investasi|ipo|kapitalisasi pasar|kemiskinan|keuangan|kredit|kripto|kurs|lapangan kerja|manufaktur|market cap|marketplace|mata uang|merger|minyak goreng|modal|neraca|obligasi|ojk|pajak|pasar|pasar modal|pdb|pekerja|pengangguran|perdagangan|pertumbuhan ekonomi|perusahaan|phk|pinjaman|produksi|resesi|rupiah|saham|sembako|stagflasi|startup|stock market|suku bunga|surplus|swasta|tenaga kerja|trader|trading|umkm|upah|utang
46,Ekonomi & Bisnis,46_archives_arsip_archive_sumber archive,2,arsip,0.199672,harga,1/80,akuisisi|aset|bank|bank indonesia|bbm|bei|beras|bisnis|bitcoin|blockchain|bumn|bursa|bursa efek|buruh|defisit|deflasi|digital economy|dividen|dolar|e-commerce|ekonomi|ekspansi|ekspor|fintech|gaji|gdp|go public|harga|harga bahan pokok|ihsg|impor|industri|inflasi|investasi|ipo|kapitalisasi pasar|kemiskinan|keuangan|kredit|kripto|kurs|lapangan kerja|manufaktur|market cap|marketplace|mata uang|merger|minyak goreng|modal|neraca|obligasi|ojk|pajak|pasar|pasar modal|pdb|pekerja|pengangguran|perdagangan|pertumbuhan ekonomi|perusahaan|phk|pinjaman|produksi|resesi|rupiah|saham|sembako|stagflasi|startup|stock market|suku bunga|surplus|swasta|tenaga kerja|trader|trading|umkm|upah|utang
46,Ekonomi & Bisnis,46_archives_arsip_archive_sumber archive,3,archive,0.150119,harga,1/80,akuisisi|aset|bank|bank indonesia|bbm|bei|beras|bisnis|bitcoin|blockchain|bumn|bursa|bursa efek|buruh|defisit|deflasi|digital economy|dividen|dolar|e-commerce|ekonomi|ekspansi|ekspor|fintech|gaji|gdp|go public|harga|harga bahan pokok|ihsg|impor|industri|inflasi|investasi|ipo|kapitalisasi pasar|kemiskinan|keuangan|kredit|kripto|kurs|lapangan kerja|manufaktur|market cap|marketplace|mata uang|merger|minyak goreng|modal|neraca|obligasi|ojk|pajak|pasar|pasar modal|pdb|pekerja|pengangguran|perdagangan|pertumbuhan ekonomi|perusahaan|phk|pinjaman|produksi|resesi|rupiah|saham|sembako|stagflasi|startup|stock market|suku bunga|surplus|swasta|tenaga kerja|trader|trading|umkm|upah|utang
46,Ekonomi & Bisnis,46_archives_arsip_archive_sumber archive,4,sumber archive,0.141831,harga,1/80,akuisisi|aset|bank|bank indonesia|bbm|bei|beras|bisnis|bitcoin|blockchain|bumn|bursa|bursa efek|buruh|defisit|deflasi|digital economy|dividen|dolar|e-commerce|ekonomi|ekspansi|ekspor|fintech|gaji|gdp|go public|harga|harga bahan pokok|ihsg|impor|industri|inflasi|investasi|ipo|kapitalisasi pasar|kemiskinan|keuangan|kredit|kripto|kurs|lapangan kerja|manufaktur|market cap|marketplace|mata uang|merger|minyak goreng|modal|neraca|obligasi|ojk|pajak|pasar|pasar modal|pdb|pekerja|pengangguran|perdagangan|pertumbuhan ekonomi|perusahaan|phk|pinjaman|produksi|resesi|rupiah|saham|sembako|stagflasi|startup|stock market|suku bunga|surplus|swasta|tenaga kerja|trader|trading|umkm|upah|utang
46,Ekonomi & Bisnis,46_archives_arsip_archive_sumber archive,5,extra archives,0.117712,harga,1/80,akuisisi|aset|bank|bank indonesia|bbm|bei|beras|bisnis|bitcoin|blockchain|bumn|bursa|bursa efek|buruh|defisit|deflasi|digital economy|dividen|dolar|e-commerce|ekonomi|ekspansi|ekspor|fintech|gaji|gdp|go public|harga|harga bahan pokok|ihsg|impor|industri|inflasi|investasi|ipo|kapitalisasi pasar|kemiskinan|keuangan|kredit|kripto|kurs|lapangan kerja|manufaktur|market cap|marketplace|mata uang|merger|minyak goreng|modal|neraca|obligasi|ojk|pajak|pasar|pasar modal|pdb|pekerja|pengangguran|perdagangan|pertumbuhan ekonomi|perusahaan|phk|pinjaman|produksi|resesi|rupiah|saham|sembako|stagflasi|startup|stock market|suku bunga|surplus|swasta|tenaga kerja|trader|trading|umkm|upah|utang
46,Ekonomi & Bisnis,46_archives_arsip_archive_sumber archive,6,archives extra,0.113842,harga,1/80,akuisisi|aset|bank|bank indonesia|bbm|bei|beras|bisnis|bitcoin|blockchain|bumn|bursa|bursa efek|buruh|defisit|deflasi|digital economy|dividen|dolar|e-commerce|ekonomi|ekspansi|ekspor|fintech|gaji|gdp|go public|harga|harga bahan pokok|ihsg|impor|industri|inflasi|investasi|ipo|kapitalisasi pasar|kemiskinan|keuangan|kredit|kripto|kurs|lapangan kerja|manufaktur|market cap|marketplace|mata uang|merger|minyak goreng|modal|neraca|obligasi|ojk|pajak|pasar|pasar modal|pdb|pekerja|pengangguran|perdagangan|pertumbuhan ekonomi|perusahaan|phk|pinjaman|produksi|resesi|rupiah|saham|sembako|stagflasi|startup|stock market|suku bunga|surplus|swasta|tenaga kerja|trader|trading|umkm|upah|utang
46,Ekonomi & Bisnis,46_archives_arsip_archive_sumber archive,7,sumber,0.090637,harga,1/80,akuisisi|aset|bank|bank indonesia|bbm|bei|beras|bisnis|bitcoin|blockchain|bumn|bursa|bursa efek|buruh|defisit|deflasi|digital economy|dividen|dolar|e-commerce|ekonomi|ekspansi|ekspor|fintech|gaji|gdp|go public|harga|harga bahan pokok|ihsg|impor|industri|inflasi|investasi|ipo|kapitalisasi pasar|kemiskinan|keuangan|kredit|kripto|kurs|lapangan kerja|manufaktur|market cap|marketplace|mata uang|merger|minyak goreng|modal|neraca|obligasi|ojk|pajak|pasar|pasar modal|pdb|pekerja|pengangguran|perdagangan|pertumbuhan ekonomi|perusahaan|phk|pinjaman|produksi|resesi|rupiah|saham|sembako|stagflasi|startup|stock market|suku bunga|surplus|swasta|tenaga kerja|trader|trading|umkm|upah|utang
